  -0.42065849   0.66314160   0.61910391  4013.05190081   799.80831436  4876.20529456  50.18694  11.27146
  -0.53727357   0.25619935   0.80355399  4013.05190081   799.80831436  4876.20529456  50.18694  11.27146
   0.73636444   0.67518926  -0.04343826  3784.30926233   910.17053822  5036.02754680  52.48648  13.52345
  -0.03000226   0.87867842   0.47647046  3784.30926233   910.17053822  5036.02754680  52.48648  13.52345
   0.56803721   0.80941150   0.14895217  3806.94274771   915.25780717  5018.13539769  52.22322  13.51838
  -0.06566967   0.83165227   0.55140003  3806.94274771   915.25780717  5018.13539769  52.22322  13.51838  
   0.85712862   0.25574827   0.44712789  3778.24632255   885.47007758  5044.91566506  52.61784  13.18980
   0.61123627   0.74316034   0.27221853  3778.24632255   885.47007758  5044.91566506  52.61784  13.18980
   0.82983176   0.52993492  -0.17478055  3841.61374253   717.25988209  5023.87761650  52.30754  10.57581
   0.34673941   0.93296486   0.09668685  3841.61374253   717.25988209  5023.87761650  52.30754  10.57581
   0.15461888   0.66133213   0.73398421  3919.90432469   864.91277530  4940.01131966  51.09135  12.44274
  -0.12880193   0.03578291   0.99102454  3919.90432469   864.91277530  4940.01131966  51.09135  12.44274
  -0.18840197   0.18319196   0.96485512  3931.10957496   901.11406509  4924.71559668  50.87296  12.91066
   0.91007316   0.39306666   0.13139805  3931.10957496   901.11406509  4924.71559668  50.87296  12.91066
   0.75008461   0.65184999   0.11164527  3792.74375098   919.38750266  5028.05555065  52.36899  13.62606
  -0.07189563   0.79851621   0.59766453  3792.74375098   919.38750266  5028.05555065  52.36899  13.62606
   0.82769696   0.50099739   0.25282277  3798.84078854   921.23401617  5023.14546042  52.29678  13.63131
   0.15842695   0.73759162   0.65639889  3798.84078854   921.23401617  5023.14546042  52.29678  13.63131
   0.61042763   0.71666995   0.33728667  3898.53680909   840.24293885  4960.99168131  51.39258  12.16278
  -0.23532337   0.30265464   0.92359249  3898.53680909   840.24293885  4960.99168131  51.39258  12.16278
   0.31951455   0.91504863   0.24616348  3778.84543756   906.93103915  5040.68126986  52.55521  13.49585
  -0.24363795   0.67988232   0.69166508  3778.84543756   906.93103915  5040.68126986  52.55521  13.49585
   0.59893824   0.80060187   0.01759619  3850.11540082   864.31538986  4994.33370980  51.87539  12.65261
  -0.14758195   0.85027164   0.50523035  3850.11540082   864.31538986  4994.33370980  51.87539  12.65261
   0.33359810   0.82832208   0.45010537  3950.32680446   770.95362849  4931.38503724  50.96806  11.04315
  -0.37536523   0.43438745   0.81878476  3950.32680446   770.95362849  4931.38503724  50.96806  11.04315
   0.69222589   0.69051269   0.20979883  3872.64144011   893.83763113  4971.82194825  51.54885  12.99674
   0.02922342   0.82588629   0.56307888  3872.64144011   893.83763113  4971.82194825  51.54885  12.99674
   0.39804190   0.75554485   0.52030244  3790.87213405   894.02305142  5033.99736597  52.45653  13.26992
   0.51180764   0.74875300   0.42121478  3790.87213405   894.02305142  5033.99736597  52.45653  13.26992
   0.44445233   0.80628912  -0.39033317  3779.87159548   906.94428666  5039.91461062  52.54388  13.49251
  -0.10975903   0.99392233  -0.00844676  3779.87159548   906.94428666  5039.91461062  52.54388  13.49251
   0.85881964   0.22222981  -0.46156553  3872.54368919   843.96520347  4980.54753808  51.67514  12.29455
  -0.29170077   0.90217728   0.31778424  3872.54368919   843.96520347  4980.54753808  51.67514  12.29455
   0.08045042   0.43984786   0.89446162  3901.29357046   950.35551369  4939.05179370  51.07762  13.69061
  -0.37271005  -0.21953810   0.90160426  3901.29357046   950.35551369  4939.05179370  51.07762  13.69061
   0.06235279   0.96569368   0.25208700  3868.42870970   921.99354993  4969.97203999  51.52212  13.40566
  -0.49840857  -0.08529560   0.86273609  3868.42870970   921.99354993  4969.97203999  51.52212  13.40566
   0.73361642   0.62057252  -0.27694168  3802.76882184   914.82020857  5021.35719641  52.27051  13.52644
  -0.29008813   0.88458507   0.36518233  3802.76882184   914.82020857  5021.35719641  52.27051  13.52644
